n,trial,expected_moves,rec_moves,rec_time_us,it_moves,it_time_us
10,4,1023,1023,3,1023,198
10,5,1023,1023,3,1023,195
10,6,1023,1023,3,1023,201
10,7,1023,1023,3,1023,192
10,8,1023,1023,3,1023,192
10,9,1023,1023,3,1023,193
10,10,1023,1023,3,1023,191
10,11,1023,1023,3,1023,194
10,12,1023,1023,4,1023,221
10,13,1023,1023,3,1023,242
10,14,1023,1023,3,1023,200
10,15,1023,1023,3,1023,192
10,16,1023,1023,3,1023,192
10,17,1023,1023,3,1023,192
10,18,1023,1023,3,1023,226
10,19,1023,1023,4,1023,258
10,20,1023,1023,3,1023,251
10,21,1023,1023,4,1023,236
10,22,1023,1023,3,1023,206
